counter,value,description
board.processor.cores.core.fetchStats0.fetchRate,0.522848,Number of inst fetches per cycle ((Count/Cycle))
board.processor.cores.core.fetchStats0.numBranches,6414,Number of branches fetched (Count)
board.processor.cores.core.fetchStats0.branchRate,0.034216,Number of branch fetches per cycle (Ratio)
board.processor.cores.core.fetchStats0.numFetchSuspends,0,Number of times Execute suspended instruction fetching (Count)
board.processor.cores.core.mmu.dtb.readHits,0,read hits (Count)
board.processor.cores.core.mmu.dtb.readMisses,0,read misses (Count)
board.processor.cores.core.mmu.dtb.readAccesses,0,read accesses (Count)
board.processor.cores.core.mmu.dtb.writeHits,0,write hits (Count)
board.processor.cores.core.mmu.dtb.writeMisses,0,write misses (Count)
board.processor.cores.core.mmu.dtb.writeAccesses,0,write accesses (Count)
board.processor.cores.core.mmu.dtb.hits,0,Total TLB (read and write) hits (Count)
board.processor.cores.core.mmu.dtb.misses,0,Total TLB (read and write) misses (Count)
board.processor.cores.core.mmu.dtb.accesses,0,Total TLB (read and write) accesses (Count)
board.processor.cores.core.mmu.dtb.walker.num_4kb_walks,0,Completed page walks with 4KB pages (Count)
board.processor.cores.core.mmu.dtb.walker.num_2mb_walks,0,Completed page walks with 2MB pages (Count)
board.processor.cores.core.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED,187456000,Cumulative time (in ticks) in various power states (Tick)
board.processor.cores.core.mmu.itb.readHits,0,read hits (Count)
board.processor.cores.core.mmu.itb.readMisses,0,read misses (Count)
board.processor.cores.core.mmu.itb.readAccesses,0,read accesses (Count)
board.processor.cores.core.mmu.itb.writeHits,0,write hits (Count)
board.processor.cores.core.mmu.itb.writeMisses,0,write misses (Count)
board.processor.cores.core.mmu.itb.writeAccesses,0,write accesses (Count)
board.processor.cores.core.mmu.itb.hits,0,Total TLB (read and write) hits (Count)
board.processor.cores.core.mmu.itb.misses,0,Total TLB (read and write) misses (Count)
board.processor.cores.core.mmu.itb.accesses,0,Total TLB (read and write) accesses (Count)
board.processor.cores.core.mmu.itb.walker.num_4kb_walks,0,Completed page walks with 4KB pages (Count)
board.processor.cores.core.mmu.itb.walker.num_2mb_walks,0,Completed page walks with 2MB pages (Count)
board.processor.cores.core.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED,187456000,Cumulative time (in ticks) in various power states (Tick)
board.processor.cores.core.power_state.pwrStateResidencyTicks::ON,187456000,Cumulative time (in ticks) in various power states (Tick)
board.processor.cores.core.thread_0.numInsts,0,Number of Instructions committed (Count)
board.processor.cores.core.thread_0.numOps,0,Number of Ops committed (Count)
board.processor.cores.core.thread_0.numMemRefs,0,Number of Memory References (Count)
board.processor.cores.core.workload.numSyscalls,14,Number of system calls (Count)
board.workload.inst.arm,0,number of arm instructions executed (Count)
board.workload.inst.quiesce,0,number of quiesce instructions executed (Count)
